Year,GDP per capita,Entity,Code,Population,Entity_y,Code_y,Primary energy (TWh),Energy(PJ)-Time(Year),GDP(2011$)-Time(year),Energy(PJ)-GDP(10e12$),EI(PJ/$)-Time(year),Primary energy (PJ)
2001,33920.1,France,FRA,59384000,France,FRA,3105.778,11382.794464993378,1978042159553.5813,10729.559083576125,5.291672533292093e-09,11180.800799999999
2002,34152.77,France,FRA,59803000,France,FRA,3075.07,11363.609336157751,2012678760958.5933,10720.421855711464,5.239493972228626e-09,11070.252
2003,34292.03,France,FRA,60252000,France,FRA,3107.187,11256.755914061436,2047315362363.6052,10709.854442293867,5.187315411165159e-09,11185.8732
2004,35093.82,France,FRA,60698000,France,FRA,3132.5690000000004,11149.902491965118,2081951963768.617,10671.85587595137,5.135136850101709e-09,11277.248400000002
2005,35495.46,France,FRA,61120000,France,FRA,3115.302,11043.049069868803,2116588565173.643,10643.916465319522,5.082958289038242e-09,11215.0872
2006,36166.16,France,FRA,61509000,France,FRA,3089.2659999999996,10936.195647772487,2151225166578.655,10601.909097485734,5.030779727974775e-09,11121.3576
2007,36845.69,France,FRA,61869000,France,FRA,3034.583,10829.342225676144,2185861767983.667,10558.783253856991,4.978601166911307e-09,10924.498800000001
2008,36761.79,France,FRA,62209000,France,FRA,3042.988,10722.488803579827,2220498369388.6787,10553.077283974308,4.92642260584784e-09,10954.7568
2009,35534.93,France,FRA,62543000,France,FRA,2873.505,10615.635381483511,2245512750274.6494,10603.532254020098,4.874244044784373e-09,10344.618
2010,36086.73,France,FRA,62880000,France,FRA,2958.7709999999997,10508.781959387195,2270527097836.336,10566.980087758995,4.8220654837209055e-09,10651.5756
2011,36691.0,France,FRA,63222000,France,FRA,2844.195,10401.928537290878,2295541445398.0156,10527.725342683307,4.769886922657438e-09,10239.102
2012,36571.0,France,FRA,63564000,France,FRA,2840.2529999999997,10295.075115194535,2320555792959.695,10523.959813863215,4.717708361593989e-09,10224.9108
2013,36632.0,France,FRA,63894000,France,FRA,2864.6440000000002,10188.22169309822,2345570140521.3745,10511.835088869897,4.6655298005305214e-09,10312.718400000002
2014,36527.0,France,FRA,64194000,France,FRA,2741.928,10081.368271001904,2370584488083.061,10508.634080634216,4.613351239467054e-09,9870.9408
2015,36827.0,France,FRA,64453000,France,FRA,2756.51,9974.514848905586,2395598835644.7407,10487.26395337826,4.561172678403587e-09,9923.436000000002
2016,37124.0,France,FRA,64668000,France,FRA,2711.574,9867.66142680927,2420613183206.42,10467.706430378013,4.508994117340119e-09,9761.6664
2017,37895.0,France,FRA,64843000,France,FRA,2694.478,9760.808004712928,2445627530768.107,10428.995810604514,4.456815556276652e-09,9700.1208
2018,38515.92,France,FRA,64991000,France,FRA,2742.015,9653.954582616612,2470641878329.786,10399.675284636642,4.404636995213185e-09,9871.253999999999
