Year,Real GDP per capita ,Entity,Code,Population,Entity_y,Code_y,Primary energy (TWh),Energy(PJ)-Time(Year),GDP(2011$)-Time(year),Energy(PJ)-GDP(10e12$),EI(PJ/$)-Time(year),Primary energy (PJ)
1960,9854.6299,United Kingdom,GBR,52371000,United Kingdom,GBR,2218.466725,7.658938059054559,460775773704.7804,27759.429266966414,5.3697744114990864e-08,7986.480210000001
1961,10026.64,United Kingdom,GBR,52728000,United Kingdom,GBR,2241.755565,7.739938059054558,475067246054.2686,27982.82035206042,5.286633236844057e-08,8070.320034
1962,10040.47,United Kingdom,GBR,53109000,United Kingdom,GBR,2269.15438,7.820938059054559,490273627086.0832,28062.112943840788,5.2034920621890534e-08,8168.955768
1963,10463.46,United Kingdom,GBR,53501000,United Kingdom,GBR,2289.8760190000003,7.90193805905456,506485677622.1877,28508.85077529437,5.120350887534025e-08,8243.553668400002
1964,10965.48,United Kingdom,GBR,53883000,United Kingdom,GBR,2277.5062190000003,7.982938059054559,523806573909.9263,28998.208919956905,5.037209712878996e-08,8199.0223884
1965,11122.6,United Kingdom,GBR,54241000,United Kingdom,GBR,2314.496,8.063938059054559,542354105718.69366,29184.90462895958,4.9540685382239674e-08,8332.1856
1966,11231.22,United Kingdom,GBR,54569000,United Kingdom,GBR,2325.481,8.14493805905456,562263358575.6057,29324.9198746023,4.8709273635689645e-08,8371.731600000001
1967,11474.64,United Kingdom,GBR,54867000,United Kingdom,GBR,2325.95,8.22593805905456,583690009286.6616,29561.801478190882,4.787786188913936e-08,8373.42
1968,12045.96,United Kingdom,GBR,55133000,United Kingdom,GBR,2409.195,8.30693805905456,606814404821.6821,30022.98314042802,4.7046450142589064e-08,8673.102
1969,12224.58,United Kingdom,GBR,55368000,United Kingdom,GBR,2496.409,8.387938059054559,631845493751.4062,30183.258326814142,4.621503839603878e-08,8987.072400000001
1970,12521.6,United Kingdom,GBR,55573000,United Kingdom,GBR,2548.678,8.468938059054558,657839837500.39,30413.51782534372,4.538362664948875e-08,9175.2408
1971,12895.95,United Kingdom,GBR,55749000,United Kingdom,GBR,2501.601,8.54993805905456,683834181249.3809,30678.3390485066,4.455221490293846e-08,9005.7636
1972,13384.1,United Kingdom,GBR,55892000,United Kingdom,GBR,2538.341,8.630938059054559,709828524998.3646,30990.393014315083,4.3720803156388174e-08,9138.0276
1973,14215.1,United Kingdom,GBR,56006000,United Kingdom,GBR,2664.725,8.711938059054559,735822868747.3556,31453.15841548344,4.288939140983789e-08,9593.01
1974,13858.58,United Kingdom,GBR,56092000,United Kingdom,GBR,2530.4429999999998,8.792938059054558,761817212496.3394,31279.951992953313,4.205797966328785e-08,9109.594799999999
1975,13648.77,United Kingdom,GBR,56152000,United Kingdom,GBR,2385.751,8.87393805905456,787811556245.3303,31174.50076897948,4.1226567916737565e-08,8588.7036
1976,14045.77,United Kingdom,GBR,56188000,United Kingdom,GBR,2434.388,8.884738059054559,813805899994.3212,31390.36290905962,4.039515617018728e-08,8763.7968
1977,14391.65,United Kingdom,GBR,56204000,United Kingdom,GBR,2479.851,8.895538059054559,839800243743.3049,31565.2841489462,3.956374442363699e-08,8927.463600000001
1978,14989.37,United Kingdom,GBR,56206000,United Kingdom,GBR,2494.242,8.90633805905456,865794587492.2959,31840.94120232274,3.873233267708696e-08,8979.271200000001
1979,15522.56,United Kingdom,GBR,56205000,United Kingdom,GBR,2610.981,8.91713805905456,891788931241.2797,32062.455964355097,3.790092093053667e-08,9399.5316
1980,15170.12,United Kingdom,GBR,56209000,United Kingdom,GBR,2378.2070000000003,8.927938059054558,917783274990.2706,31918.90597997434,3.706950918398638e-08,8561.545200000002
1981,15034.56,United Kingdom,GBR,56221000,United Kingdom,GBR,2312.134,8.93873805905456,943777618739.2544,31862.32740841931,3.6238097437436095e-08,8323.6824
1982,15359.88,United Kingdom,GBR,56241000,United Kingdom,GBR,2281.731,8.949538059054559,969771962488.2452,32001.18790006579,3.5406685690886066e-08,8214.231600000001
1983,16004.08,United Kingdom,GBR,56277000,United Kingdom,GBR,2290.615,8.960338059054559,995766306237.229,32251.222274363736,3.457527394433578e-08,8246.214
1984,16342.17,United Kingdom,GBR,56333000,United Kingdom,GBR,2289.381,8.971138059054558,1021760649986.22,32373.393845710012,3.374386219778549e-08,8241.7716
1985,16982.9,United Kingdom,GBR,56414000,United Kingdom,GBR,2386.37,8.98193805905456,1047754993735.2037,32578.764163858392,3.2912450451235205e-08,8590.932
1986,17479.17,United Kingdom,GBR,56523000,United Kingdom,GBR,2452.674,8.99273805905456,1073749337484.1947,32720.946656642278,3.208103870468517e-08,8829.626400000001
1987,18381.65,United Kingdom,GBR,56658000,United Kingdom,GBR,2448.888,9.003538059054558,1099743681233.1785,32930.07791361978,3.124962695813488e-08,8815.9968
1988,19409.699,United Kingdom,GBR,56813000,United Kingdom,GBR,2481.0229999999997,9.014338059054559,1125738024982.1694,33103.54495203178,3.047721934591992e-08,8931.682799999999
1989,19862.65,United Kingdom,GBR,56974000,United Kingdom,GBR,2483.553,9.025138059054559,1151732368731.153,33162.847589973244,2.9929253775860985e-08,8940.7908
1990,19954.029,United Kingdom,GBR,57134000,United Kingdom,GBR,2503.302,9.03593805905456,1177726712480.144,33177.49481493941,2.938128820580218e-08,9011.887200000001
1991,19668.52,United Kingdom,GBR,57291000,United Kingdom,GBR,2555.905,9.046738059054558,1203721056229.135,33153.91682918104,2.8833322635743243e-08,9201.258000000002
1992,19672.33,United Kingdom,GBR,57446000,United Kingdom,GBR,2539.389,9.05753805905456,1229715399978.1187,33160.005544057465,2.8285357065684308e-08,9141.8004
1993,20104.971,United Kingdom,GBR,57602000,United Kingdom,GBR,2568.083,9.06833805905456,1255709743727.1096,33205.16385674438,2.77373914956255e-08,9245.0988
1994,20813.869,United Kingdom,GBR,57763000,United Kingdom,GBR,2536.9429999999998,9.079138059054559,1281704087476.0935,33252.05710600826,2.7189425925566566e-08,9132.994799999999
1995,21249.51,United Kingdom,GBR,57932000,United Kingdom,GBR,2545.649,9.089938059054559,1307698431225.0842,33267.48708349523,2.6641460355507634e-08,9164.3364
1996,21711.93,United Kingdom,GBR,58114000,United Kingdom,GBR,2669.198,9.100738059054558,1333692774974.068,33271.65112913148,2.60934947854487e-08,9609.112799999999
1997,22305.119,United Kingdom,GBR,58307000,United Kingdom,GBR,2622.3559999999998,9.11153805905456,1359687118723.059,33259.83195317084,2.5545529215389892e-08,9440.4816
1998,23031.199,United Kingdom,GBR,58510000,United Kingdom,GBR,2650.046,9.12233805905456,1385681462472.0427,33221.8300135862,2.4997563645330956e-08,9540.1656
1999,23753.75,United Kingdom,GBR,58716000,United Kingdom,GBR,2636.633,9.13313805905456,1411675806221.0337,33159.84015215647,2.4449598075272024e-08,9491.8788
2000,24402.141,United Kingdom,GBR,58923000,United Kingdom,GBR,2659.165,9.143938059054559,1437670149970.0176,33084.13904367363,2.3901632505213215e-08,9572.994
2001,25021.18,United Kingdom,GBR,59124000,United Kingdom,GBR,2688.555,9.046738059054558,1463664493719.0083,32995.62914478829,2.3353666935154283e-08,9678.797999999999
2002,25549.5,United Kingdom,GBR,59326000,United Kingdom,GBR,2628.1490000000003,8.949538059054559,1489658837467.9922,32906.43133200594,2.2805701365095347e-08,9461.336400000002
2003,26341.619,United Kingdom,GBR,59561000,United Kingdom,GBR,2665.405,8.852338059054558,1515653181216.9832,32758.418860600425,2.2257735795036412e-08,9595.458
2004,26777.699,United Kingdom,GBR,59873000,United Kingdom,GBR,2679.594,8.755138059054559,1541647524965.9668,32652.72252412506,2.1709770224977605e-08,9646.538400000001
2005,27284.439,United Kingdom,GBR,60288000,United Kingdom,GBR,2708.7940000000003,8.65793805905456,1567641868714.9578,32514.74059964356,2.116180465491867e-08,9751.658400000002
2006,27669.109,United Kingdom,GBR,60821000,United Kingdom,GBR,2675.684,8.56073805905456,1593636212463.9487,32380.624401562975,2.0613839084859735e-08,9632.4624
2007,28236.949,United Kingdom,GBR,61455000,United Kingdom,GBR,2596.369,8.463538059054558,1619630556212.9326,32183.277037040334,2.0065873514800928e-08,9346.9284
2008,27766.17,United Kingdom,GBR,62145000,United Kingdom,GBR,2549.389,8.36633805905456,1645624899961.9233,32221.04333920428,1.9517907944741993e-08,9177.8004
2009,26453.211,United Kingdom,GBR,62829000,United Kingdom,GBR,2423.0589999999997,8.269138059054558,1671619243710.9072,32455.228312927637,1.8969942374683057e-08,8723.0124
2010,26774.529,United Kingdom,GBR,63460000,United Kingdom,GBR,2482.843,8.17193805905456,1697613587459.8982,32320.895505986548,1.8421976804624125e-08,8938.2348
2011,26914.74,United Kingdom,GBR,64022000,United Kingdom,GBR,2347.197,8.07473805905456,1723607931208.8818,32230.22460866509,1.7874011234565316e-08,8449.9092
2012,27206.471,United Kingdom,GBR,64525000,United Kingdom,GBR,2376.004,7.9775380590545595,1749602274957.8728,32103.884594011364,1.732604566450638e-08,8553.6144
2013,27544.32,United Kingdom,GBR,64984000,United Kingdom,GBR,2364.442,7.880338059054559,1775596618706.8567,31964.508168140856,1.6778080094447448e-08,8511.9912
2014,28256.801,United Kingdom,GBR,65423000,United Kingdom,GBR,2227.917,7.783138059054559,1801590962455.8474,31716.434350781783,1.6230114524388513e-08,8020.5012
2015,28692.971,United Kingdom,GBR,65860000,United Kingdom,GBR,2252.9410000000003,7.68593805905456,1827585306204.8313,31535.8353967175,1.5682148954329706e-08,8110.587600000001
2016,28982.27,United Kingdom,GBR,66298000,United Kingdom,GBR,2226.11,7.588738059054559,1853579649953.8223,31392.716617133938,1.513418338427077e-08,8013.996000000001
